,fileid,age,mlu,utterance
42,Braunwald/2-02-18.xml,27,[3.0272108843537415], seventeen 
43,Braunwald/2-02-18.xml,27,[3.0272108843537415], eighteen 
44,Braunwald/2-02-18.xml,27,[3.0272108843537415], nineteen 
45,Braunwald/2-03-00.xml,27,[2.7777777777777777], nineteen 
46,Braunwald/2-05-26.xml,30,[3.23], she s fifteen 
47,Braunwald/2-05-26.xml,30,[3.23], pwww is fifteen 
48,Braunwald/2-07-08.xml,31,[3.1630434782608696], well she came in about seven and the reaction was over by eleven thirty i sent her home with the benedryl with the instructions to her husband 
49,Braunwald/2-07-08.xml,31,[3.1630434782608696], sixteen 
50,Braunwald/2-07-10.xml,31,[3.624], no they coming at at eleven 
51,Braunwald/3-01-25.xml,38,[4.477528089887641], fourteen 
52,Braunwald/3-03-11.xml,39,[4.597911227154047], three years three months and eleven days today 
53,Braunwald/3-03-11.xml,39,[4.597911227154047], fifteen what 
54,Braunwald/3-03-11.xml,39,[4.597911227154047], fifteen months 
55,Braunwald/3-05-28e.xml,42,[4.70703125], i ll get a penny out of my piggy i have sixteen cents by accident 
56,Braunwald/3-05-28e.xml,42,[4.70703125], three dollars and sixteen cents by accident instead of fifteen and you know what 
57,Braunwald/3-06-16.xml,43,[4.832512315270936], five six seven eight nine ten eleven twelve thirteen fourteen 
58,Braunwald/3-06-16.xml,43,[4.832512315270936], fifteen sixteen 
59,Braunwald/3-06-16.xml,43,[4.832512315270936], seventeen eighteen 
60,Braunwald/3-06-16.xml,43,[4.832512315270936], nineteen twenty 
61,Braunwald/3-06-16.xml,43,[4.832512315270936], i think he s um eleven months old 
62,Braunwald/3-06-16.xml,43,[4.832512315270936], no he s thirteen 
63,Braunwald/3-06-16.xml,43,[4.832512315270936], he s um twelve months old 
64,Braunwald/3-06-18a.xml,43,[3.844], you have eleven 
65,Braunwald/3-06-18a.xml,43,[3.844], you have eleven children and the oldest is almost five 
66,Braunwald/3-06-18a.xml,43,[3.844], and there are two     in our family so we have twelve 
67,Braunwald/3-06-18a.xml,43,[3.844], twelve 
68,Braunwald/3-06-18a.xml,43,[3.844], six seven eight nine ten eleven twelve thirteen fourteen fifteen six 
69,Braunwald/3-06-19.xml,43,[3.6546184738955825], it will be twelve dollars then you would have to give me twelve dollars from your allowance 
70,Braunwald/3-07-02.xml,43,[4.733333333333333], i wanted to be older than fifteen 
71,Braunwald/3-07-02d.xml,43,[4.787610619469026], i ll be seven ehrm december the third nineteen seventy five 
72,Braunwald/3-07-02d.xml,43,[4.787610619469026], his this birthday he ll be seven in nineteen seventy five 
73,Braunwald/3-11-17.xml,48,[4.861111111111111], and laura is three years and eleven and a half months 
74,Braunwald/4-03-07.xml,51,[4.6722689075630255], seven years and zero days 
75,Braunwald/4-03-11a.xml,51,[4.166666666666667], when you re thir thirteen years old 
76,Braunwald/4-03-11a.xml,51,[4.166666666666667], when you re thirteen years old 
77,Braunwald/4-03-11c.xml,51,[3.8654545454545453], nineteen sixty six 
78,Braunwald/4-03-11c.xml,51,[3.8654545454545453], what s fifteen take away six 
79,Braunwald/4-03-11c.xml,51,[3.8654545454545453], eleven 
80,Braunwald/4-07-11a.xml,55,[4.054794520547945], fourteen points 
81,Braunwald/4-07-11c.xml,55,[4.5], how old are you on october the first nineteen seventy five 
82,Braunwald/4-07-11d.xml,55,[4.120689655172414], how old are you on october the first nineteen seventy five 
83,Braunwald/4-10-xx.xml,58,[4.023225806451613], fifteen 
84,Braunwald/4-10-xx.xml,58,[4.023225806451613], there are fifteen 
85,Braunwald/4-10-xx.xml,58,[4.023225806451613], there are fifteen 
86,Braunwald/4-10-xx.xml,58,[4.023225806451613], that s fourteen sixteen 
87,Braunwald/6-04-17.xml,77,[5.008426966292135], this is june the first nineteen hundred and seventy seven and laura is six years old 
88,Braunwald/6-05-03.xml,77,[6.575757575757576], july twenty third nineteen seventy seven 
89,Brent/d1/d1-1106.xml,11,[1.9310344827586208], one fifteen and today s the seventeenth 
90,Brent/d1/d1-1106.xml,11,[1.9310344827586208], one seventeen nine am 
91,Brent/d1/d1-1106.xml,11,[1.9310344827586208], one seventeen nine am 
92,Brent/d1/d1-1106.xml,11,[1.9310344827586208], one seventeen nine am 
93,Brent/d1/d1-1224.xml,13,[1.0], ten eleven twelve one two 
94,Brent/d1/d1-1310.xml,13,[1.0], eighteen to twenty four months 
95,Brent/d1/d1-1310.xml,13,[1.0], nine to twelve months 
96,Brent/d1/d1-1417.xml,15,[1.1666666666666667], eleven twelve 
97,Brent/d1/d1-1417.xml,15,[1.1666666666666667], thirteen 
98,Brent/d1/d1-1417.xml,15,[1.1666666666666667], fourteen 
99,Brent/d1/d1-1417.xml,15,[1.1666666666666667], fifteen sixteen 
100,Brent/d1/d1-1417.xml,15,[1.1666666666666667], seventeen eighteen 
101,Brent/d1/d1-1417.xml,15,[1.1666666666666667], nineteen twenty 
102,Brent/f1/f1-0828.xml,9,[1.0], he has eleven 
103,Brent/f1/f1-0828.xml,9,[1.0], eleven 
104,Brent/f1/f1-0828.xml,9,[1.0], eleven dillon 
105,Brent/f1/f1-0828.xml,9,[1.0], i wish i had eleven too 
106,Brent/f1/f1-1013.xml,10,[0], eleven 
107,Brent/f1/f1-1013.xml,10,[0], twelve 
108,Brent/f1/f1-1013.xml,10,[0], thirteen 
109,Brent/f1/f1-1013.xml,10,[0], fourteen 
110,Brent/f1/f1-1013.xml,10,[0], fifteen 
111,Brent/f1/f1-1022.xml,11,[7.0], twelve 
112,Brent/f1/f1-1022.xml,11,[7.0], thirteen 
113,Brent/f1/f1-1424.xml,15,[1.0], look for an s p f of at least fifteen 
114,Brent/f1/f1-1424.xml,15,[1.0], it s only been in the house fifteen minutes 
115,Brent/i1/i1-0930.xml,10,[0], it says two fifteen two fourteen two 
116,Brent/i1/i1-0930.xml,10,[0], okay it s going to zero 
117,Brent/i1/i1-1207.xml,12,[1.0], here s zero 
118,Brent/i1/i1-1207.xml,12,[1.0], put zero in his spot 
119,Brent/i1/i1-1207.xml,12,[1.0], at two six zero one whitney avenue 
120,Brent/i1/i1-1318.xml,14,[1.4], says one minute and eighteen seconds and i know that s not true 
121,Brent/i1/i1-1318.xml,14,[1.4], now it says fifty eight thirteen 
122,Brent/s1/s1-0902.xml,9,[0], where s eleven 
123,Brent/s1/s1-0902.xml,9,[0], where s twelve 
124,Brent/s1/s1-0902.xml,9,[0], should have twelve people 
125,Brent/s1/s1-0902.xml,9,[0], there s twelve 
126,Brent/s1/s1-1500.xml,15,[1.0833333333333333], fifteen months old 
127,Brent/s1/s1-1500.xml,15,[1.0833333333333333], nine ten eleven twelve 
128,Brent/s1/s1-1500.xml,15,[1.0833333333333333], thirteen fourteen fifteen 
129,Brent/s1/s1-1500.xml,15,[1.0833333333333333], timmy is fifteen months old 
130,Brent/s2/s2-1309.xml,13,[0], eleven stairs 
131,Brent/s2/s2-1309.xml,13,[0], twelve stairs 
132,Brent/s2/s2-1309.xml,13,[0], thirteen stairs 
133,Brent/s2/s2-1320.xml,14,[1.0], nineteen fifty 
134,Brent/s2/s2-1320.xml,14,[1.0], copyright nineteen fifty 
135,Brent/s2/s2-1424.xml,15,[1.75], nineteen seventy 
136,Brent/s3/s3-1209.xml,[None],[0], twelve months old 
137,Brent/s3/s3-1209.xml,[None],[0], eleven 
138,Brent/s3/s3-1209.xml,[None],[0], twelve 
139,Brent/s3/s3-1209.xml,[None],[0], thirteen 
140,Brent/s3/s3-1209.xml,[None],[0], fourteen 
141,Brent/s3/s3-1209.xml,[None],[0], fifteen 
142,Brent/s3/s3-1209.xml,[None],[0], sixteen 
143,Brent/s3/s3-1209.xml,[None],[0], seventeen 
144,Brent/s3/s3-1209.xml,[None],[0], eighteen 
145,Brent/s3/s3-1209.xml,[None],[0], nineteen 
146,Brent/s3/s3-1323.xml,14,[0], she got her alarm set for twelve o clock in the daytime 
147,Brent/t1/t1-1108.xml,11,[1.0], pooh said he was feeling a bit eleven o clock 
148,Brent/t1/t1-1205.xml,12,[1.0], eleven twelve 
149,Brent/v2/v2-0903.xml,[None],[0], four fifteen now 
150,Brent/v2/v2-1000.xml,10,[1.0], going on twelve 
151,Brent/v2/v2-1000.xml,10,[1.0], she not coming back twelve thirty 
152,Brent/v2/v2-1014.xml,[None],[0], it s just eleven o clock 
153,Brent/v2/v2-1014.xml,[None],[0], you take a nap at twelve 
154,Brent/w1/w1-0913.xml,9,[7.0], joshua two eighteen 
155,Brent/w1/w1-0913.xml,9,[7.0], first samuel seventeen eighteen 
156,Brent/w1/w1-0913.xml,9,[7.0], genesis one fourteen 
157,Brent/w1/w1-0913.xml,9,[7.0], acts sixteen fourteen 
158,Brent/w1/w1-0913.xml,9,[7.0], numbers thirteen twenty three 
159,Brent/w1/w1-0913.xml,9,[7.0], matthew eighteen twelve through thirteen 
160,Brent/w1/w1-0913.xml,9,[7.0], genesis nine thirteen 
161,Brent/w1/w1-0913.xml,9,[7.0], first king seventeen three and four 
162,Brent/w1/w1-1005.xml,[None],[0], joshua two eighteen 
163,Brent/w1/w1-1005.xml,[None],[0], daniel one twelve 
164,Brent/w1/w1-1005.xml,[None],[0], first samuel seventeen eighteen 
165,Brent/w1/w1-1005.xml,[None],[0], genesis one fourteen 
166,Brent/w1/w1-1005.xml,[None],[0], acts sixteen fourteen 
167,Brent/w1/w1-1005.xml,[None],[0], numbers thirteen twenty three 
168,Brent/w1/w1-1005.xml,[None],[0], matthew eighteen twelve and thirteen 
169,Brent/w1/w1-1005.xml,[None],[0], genesis nine thirteen 
170,Brent/w1/w1-1005.xml,[None],[0], first king seventeen three and four 
171,Brent/w1/w1-1011.xml,10,[4.5], genesis one fourteen 
172,Brent/w1/w1-1011.xml,10,[4.5], matthew eighteen twelve and thirteen 
173,Brent/w1/w1-1011.xml,10,[4.5], first king seventeen     
174,Brent/w1/w1-1011.xml,10,[4.5], nineteen forty two 
175,Brent/w1/w1-1011.xml,10,[4.5], he was only um     fourteen years old 
176,Brent/w1/w1-1025.xml,11,[3.0], printed in nineteen seventy six 
177,Brent/w1/w1-1206.xml,[None],[0], three zero nine     
178,Brent/w1/w1-1303.xml,13,[0], mark two one through twelve 
179,Brent/w1/w1-1303.xml,13,[0], it s eleven o clock 
180,Brent/w1/w1-1303.xml,13,[0], how fifteen more minutes 
181,Brent/w1/w1-1303.xml,13,[0], c sixteen h ten 
182,Brent/w1/w1-1303.xml,13,[0], you ve gained almost twelve pounds 
183,Brent/w1/w1-1417.xml,15,[1.125], hebrews thirteen five king james version 
184,Brent/w1/w1-1428.xml,27,[1.5], we only got fifteen minutes more 
185,Brent/w1/w1-1428.xml,27,[1.5], one thirty nine verse eighteen 
186,Brent/w1/w1-1428.xml,27,[1.5], matthew five twelve 
187,Brent/w3/w3-0923.xml,10,[1.0], two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen 
188,Brent/w3/w3-0923.xml,10,[1.0], eighteen nineteen twenty twenty one twenty two twenty three twenty four 
189,Brent/w3/w3-0923.xml,10,[1.0], twelve hour shift 
190,Brent/w3/w3-0923.xml,10,[1.0], right before twelve you took a nap and now you re sleepy again 
191,Brent/w3/w3-1107.xml,11,[1.0], one twelve 
192,Brent/w3/w3-1107.xml,11,[1.0], one twelve 
193,Brent/w3/w3-1107.xml,11,[1.0], one twelve 
194,Brent/w3/w3-1122.xml,12,[1.0], could be finished with this here in fifteen minute 
195,Brent/w3/w3-1122.xml,12,[1.0], we ll leave at twelve o clock 
196,Brent/w3/w3-1122.xml,12,[1.0], you only stay in here for like fifteen minutes 
197,Brent/w3/w3-1208.xml,12,[1.2], fifteen 
198,Brent/w3/w3-1208.xml,12,[1.2], sixteen seventeen eighteen nineteen twenty 
199,Brent/w3/w3-1316.xml,14,[1.2105263157894737], zero 
200,Brent/w3/w3-1316.xml,14,[1.2105263157894737], i gotta work wednesday night from eleven to nine 
201,Brent/w3/w3-1316.xml,14,[1.2105263157894737], eleven to six then eleven to nine 
202,Brent/w3/w3-1316.xml,14,[1.2105263157894737], i don t work eleven to nine tomorrow 
203,Brent/w3/w3-1401.xml,14,[1.0588235294117647], it was only seventeen dollar 
204,Brent/w3/w3-1401.xml,14,[1.0588235294117647], i m to be at work at eleven 
205,Brent/w3/w3-1401.xml,14,[1.0588235294117647], we need eighteen hours to get ready 
206,Brent/w3/w3-1401.xml,14,[1.0588235294117647], six to twelve months honey 
207,Brent/w3/w3-1421.xml,15,[1.2666666666666666], and last time it was around eleven thirty 
208,Brent/w3/w3-1421.xml,15,[1.2666666666666666], eleven forty on that clock 
209,Brent/w3/w3-1421.xml,15,[1.2666666666666666], you need to sit on there twelve then we gon go on 
210,Brent/w3/w3-1421.xml,15,[1.2666666666666666], put that on at eleven thirty 
211,Brent/w3/w3-1429.xml,15,[1.170731707317073], say i m not even eighteen months 
212,Brent/w3/w3-1429.xml,15,[1.170731707317073], but the jump start thing only start for eighteen months 
213,Brent/w3/w3-1512.xml,15,[1.1794871794871795], eleven thirty you need to get on the pot 
214,Brent/w3/w3-1512.xml,15,[1.1794871794871795], like twelve fifteen 
215,Brent/w3/w3-1512.xml,15,[1.1794871794871795], i work two to eleven 
216,Brent/w3/w3-1512.xml,15,[1.1794871794871795], they used to give you a three to eleven 
217,Brent/w3/w3-1512.xml,15,[1.1794871794871795], i don t like two to eleven 
218,Brent/w3/w3-1512.xml,15,[1.1794871794871795], eleven hour shifts overnight 
219,Brent/w3/w3-1512.xml,15,[1.1794871794871795], two to eleven 
220,Brown/Adam/adam06.xml,29,[2.9427168576104745], nineteen twelve 
221,Brown/Adam/adam06.xml,29,[2.9427168576104745], nineteen twelve 
222,Brown/Adam/adam06.xml,29,[2.9427168576104745], cromer nineteen twelve huh 
223,Brown/Adam/adam06.xml,29,[2.9427168576104745], can you tell me a story about nineteen twelve 
224,Brown/Adam/adam06.xml,29,[2.9427168576104745], what is that nineteen twelve 
225,Brown/Adam/adam08.xml,31,[3.7358834244080144], it s twelve 
226,Brown/Adam/adam08.xml,31,[3.7358834244080144], it s twelve what 
227,Brown/Adam/adam08.xml,31,[3.7358834244080144], twelve fourteen o clock 
228,Brown/Adam/adam08.xml,31,[3.7358834244080144], what happens at twelve fourteen o clock 
229,Brown/Adam/adam11.xml,32,[3.574746008708273], sixteen 
230,Brown/Adam/adam12.xml,33,[3.221070811744387], you have fourteen 
231,Brown/Adam/adam14.xml,34,[3.218961625282167], it s not even eleven o clock yet 
232,Brown/Adam/adam14.xml,34,[3.218961625282167], i don t know what time fourteen o clock is 
233,Brown/Adam/adam14.xml,34,[3.218961625282167], nineteen o clock 
234,Brown/Adam/adam14.xml,34,[3.218961625282167], what time is nineteen o clock 
235,Brown/Adam/adam15.xml,34,[3.5140845070422535], fourteen 
236,Brown/Adam/adam15.xml,34,[3.5140845070422535], you woke up at fourteen o clock 
237,Brown/Adam/adam15.xml,34,[3.5140845070422535], i d like to know what time fourteen o clock is 
238,Brown/Adam/adam15.xml,34,[3.5140845070422535], my clock only goes to twelve 
239,Brown/Adam/adam15.xml,34,[3.5140845070422535], now what kind of clock do you have that goes to nineteen 
240,Brown/Adam/adam15.xml,34,[3.5140845070422535], oh it goes to fourteen 
241,Brown/Adam/adam16.xml,35,[3.360587002096436], oh he s crying at fourteen o clock 
242,Brown/Adam/adam17.xml,35,[3.941265060240964], zero 
243,Brown/Adam/adam18.xml,35,[3.3260869565217392], it s fourteen o clock 
244,Brown/Adam/adam18.xml,35,[3.3260869565217392], he says he s going to sleep because it s fourteen o clock 
245,Brown/Adam/adam19.xml,36,[4.303398058252427], you re going to come in in fourteen minutes 
246,Brown/Adam/adam19.xml,36,[4.303398058252427], five four three two one zero blast 
247,Brown/Adam/adam19.xml,36,[4.303398058252427], that s five four three two one zero 
248,Brown/Adam/adam23.xml,38,[4.695372750642673], fourteen o clock 
249,Brown/Adam/adam23.xml,38,[4.695372750642673], well what d you do at twelve o clock 
250,Brown/Adam/adam23.xml,38,[4.695372750642673], you wake up at twelve o clock 
251,Brown/Adam/adam38.xml,46,[5.515673981191223], paul is thirteen months 
252,Brown/Adam/adam42.xml,48,[5.42485549132948], i m a mommy chicken and i ve got seventeen baby chicks 
253,Brown/Adam/adam43.xml,49,[5.862375138734739], you have eighteen there 
254,Brown/Adam/adam43.xml,49,[5.862375138734739], eighteen sheep inside the gate 
255,Brown/Adam/adam47.xml,52,[5.945668135095448], it says six five four two zero seven 
256,Brown/Adam/adam47.xml,52,[5.945668135095448], seven five four two zero seven 
257,Brown/Adam/adam50.xml,55,[6.2046875], it s eleven fifteen 
258,Brown/Adam/adam55.xml,62,[5.9753639417693165], david is eleven now 
259,Brown/Adam/adam55.xml,62,[5.9753639417693165], david s eleven years old 
260,Brown/Adam/adam55.xml,62,[5.9753639417693165], where does eleven and one half come in 
261,Brown/Eve/eve15.xml,25,[4.913127413127413], the zero 
262,Brown/Eve/eve17.xml,26,[4.945985401459854], this is the tail from the fourteen pound one 
263,Brown/Eve/eve20.xml,27,[4.044728434504792], let s do it again in fifteen minutes 
264,Brown/Eve/eve20.xml,27,[4.044728434504792], we ll wait fifteen minutes for my leg 
265,Brown/Sarah/sarah030.xml,34,[2.657963446475196], alright i ll one eleven not speak to you any more tonight 
266,Brown/Sarah/sarah035.xml,35,[2.615], zero o 
267,Brown/Sarah/sarah039.xml,36,[2.3768115942028984], that chair s about sixteen years old 
268,Brown/Sarah/sarah042.xml,37,[2.9769585253456223], eighteen 
269,Brown/Sarah/sarah046.xml,38,[3.415525114155251], seventeen more years 
270,Brown/Sarah/sarah046.xml,38,[3.415525114155251], quarter past twelve 
271,Brown/Sarah/sarah050.xml,39,[4.2592592592592595], e cept when they came around with the collection bo  she had thirt she had fourteen cents 
272,Brown/Sarah/sarah055.xml,40,[3.294478527607362], um looks like an zero to me 
273,Brown/Sarah/sarah055.xml,40,[3.294478527607362], oh you give me the zero now 
274,Brown/Sarah/sarah058.xml,41,[3.459016393442623], eleven o clock 
275,Brown/Sarah/sarah061.xml,41,[3.772727272727273], that s the doll that went from seven dollars and eighty eight cents to thirteen dollars and eighty eight cents 
276,Brown/Sarah/sarah063.xml,42,[4.041666666666667], fourteen cups and not one left 
277,Brown/Sarah/sarah063.xml,42,[4.041666666666667], that s right sixteen 
278,Brown/Sarah/sarah063.xml,42,[4.041666666666667], a fourteen cup 
279,Brown/Sarah/sarah065.xml,43,[3.7431693989071038], sixteen 
280,Brown/Sarah/sarah066.xml,43,[4.104972375690608], it s from quarter of ten to eleven thirty 
281,Brown/Sarah/sarah068.xml,43,[4.244047619047619], thirteen 
282,Brown/Sarah/sarah068.xml,43,[4.244047619047619], thirteen years today 
283,Brown/Sarah/sarah070.xml,44,[4.375], it s eleven thirty 
284,Brown/Sarah/sarah074.xml,45,[4.39572192513369],     april twelve 
285,Brown/Sarah/sarah074.xml,45,[4.39572192513369], it s only twelve thirty yet 
286,Brown/Sarah/sarah075.xml,45,[4.320224719101123], she bought eighteen chickens i don t know how many ducks 
287,Brown/Sarah/sarah075.xml,45,[4.320224719101123], it s twenty five past eleven 
288,Brown/Sarah/sarah081.xml,46,[3.820809248554913], she s married thirteen years 
289,Brown/Sarah/sarah085.xml,48,[4.31651376146789], oh st joseph and twelve angels 
290,Brown/Sarah/sarah087.xml,48,[3.8847926267281108], at twelve thirty 
291,Brown/Sarah/sarah087.xml,48,[3.8847926267281108], thirteen kids 
292,Brown/Sarah/sarah091.xml,49,[4.11231884057971], i thought it was ten minutes of eleven 
293,Brown/Sarah/sarah091.xml,49,[4.11231884057971], it was ten minutes of twelve 
294,Brown/Sarah/sarah092.xml,50,[4.448484848484848], he ll be nineteen sunday 
295,Brown/Sarah/sarah093.xml,50,[5.468468468468468], eleven o clock my mother and i are sitting here 
296,Brown/Sarah/sarah094.xml,50,[4.841666666666667], eleven o clock at night after sitting up in bed for two and three hours 
297,Brown/Sarah/sarah095.xml,50,[4.6861702127659575],     till about eleven years old 
298,Brown/Sarah/sarah096.xml,51,[4.271739130434782], twelve thirty 
299,Brown/Sarah/sarah096.xml,51,[4.271739130434782], it s quarter of twelve y know     
300,Brown/Sarah/sarah100.xml,51,[4.6875], at twelve o clock we wake her up after mass 
301,Brown/Sarah/sarah104.xml,52,[4.288135593220339], is it an zero 
302,Brown/Sarah/sarah104.xml,52,[4.288135593220339], eleven o clock huh 
303,Brown/Sarah/sarah105.xml,53,[4.636904761904762], twelve o clock sleepin 
304,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], you missed thirteen again 
305,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], fourteen 
306,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], thirteen fourteen 
307,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], so that s fifteen six is sixteen seven is seventeen 
308,Brown/Sarah/sarah114.xml,55,[4.4124293785310735], i guess that is zero 
309,Brown/Sarah/sarah115.xml,55,[4.569377990430622], the big hand has to get on twelve before it s five o clock 
310,Brown/Sarah/sarah115.xml,55,[4.569377990430622], she didn t go to bed it must have been half past twelve twelve before she fell asleep last night and she was up at seven this mornin 
311,Brown/Sarah/sarah115.xml,55,[4.569377990430622], eleven o clock in the mornin 
312,Brown/Sarah/sarah115.xml,55,[4.569377990430622], well now you have to go make a zero 
313,Brown/Sarah/sarah115.xml,55,[4.569377990430622], well no you have to go make a zero 
314,Brown/Sarah/sarah115.xml,55,[4.569377990430622], what do you want   or zero 
315,Brown/Sarah/sarah115.xml,55,[4.569377990430622], oh you re zero huh 
316,Brown/Sarah/sarah115.xml,55,[4.569377990430622], you re a zero 
317,Brown/Sarah/sarah115.xml,55,[4.569377990430622], you re supposed to put the zero here so you can win 
318,Brown/Sarah/sarah115.xml,55,[4.569377990430622], there see if you put the zero there you would win 
319,Brown/Sarah/sarah115.xml,55,[4.569377990430622], you re gonna put it in there the zero 
320,Brown/Sarah/sarah115.xml,55,[4.569377990430622], see you should o put that zero down there so i couldn t win 
321,Brown/Sarah/sarah121.xml,56,[5.625730994152047], donny s nephew he s twelve he can t even do one y know 
322,Brown/Sarah/sarah122.xml,57,[6.603550295857988], eight pounds fourteen ounces 
323,Brown/Sarah/sarah122.xml,57,[6.603550295857988], six eleven 
324,Brown/Sarah/sarah122.xml,57,[6.603550295857988], yeah she was six eleven 
325,Brown/Sarah/sarah125.xml,58,[5.113207547169812], yeah he woke her up at eleven o clock 
326,Brown/Sarah/sarah125.xml,58,[5.113207547169812], it looks like a seventeen 
327,Brown/Sarah/sarah125.xml,58,[5.113207547169812], looks like a twelve 
328,Brown/Sarah/sarah127.xml,58,[5.418478260869565], eleven 
329,Brown/Sarah/sarah127.xml,58,[5.418478260869565], how much if fifteen four 
330,Brown/Sarah/sarah130.xml,59,[5.035211267605634], eleven thirty she got up yesterday 
331,Brown/Sarah/sarah133.xml,60,[4.488721804511278], well he gets through saturday at twelve o clock 
332,Brown/Sarah/sarah133.xml,60,[4.488721804511278], when he said it was one hundred twelve we said 
333,Brown/Sarah/sarah134.xml,60,[4.4], you can t put the ten on the eleven 
334,Brown/Sarah/sarah134.xml,60,[4.4], my brother left kentucky at eleven thirty saturday 
335,Brown/Sarah/sarah134.xml,60,[4.4], no twelve 
336,Brown/Sarah/sarah136.xml,61,[5.21505376344086], zero or an o 
337,Brown/Sarah/sarah136.xml,61,[5.21505376344086], no zero or an   
338,Brown/Sarah/sarah136.xml,61,[5.21505376344086], oh okay i ll take zero 
339,Brown/Sarah/sarah136.xml,61,[5.21505376344086], fourteen days 
340,Brown/Sarah/sarah137.xml,61,[4.8901098901098905], you ll have a zero 
341,Clark/shem10.xml,29,[4.9109947643979055], there it goes to zero 
342,Clark/shem11.xml,29,[6.4068627450980395], yeah this stopped all the little numbers stopped at zero 
343,Clark/shem14.xml,30,[6.509025270758123], yeah it goes back to zero 
344,Clark/shem14.xml,30,[6.509025270758123], oh there it goes it going on to zero now see 
345,Clark/shem15.xml,30,[6.516431924882629], thanks that s an eleven right 
346,Clark/shem16.xml,31,[6.876923076923077], you re turning it to zero 
347,Clark/shem19.xml,32,[8.252225519287833], zero zero zero zero zero zero zero 
348,Clark/shem20.xml,32,[6.985294117647059], oh shem s only had that pooh book for um twelve years 
349,Clark/shem24.xml,33,[5.482233502538071], well it s a dollar nineteen a pound which is cheaper than lean hamburger 
350,Clark/shem28a.xml,34,[7.509933774834437], well at least you ve got fourteen years to go until you get your driver s license 
351,Clark/shem38.xml,37,[8.495145631067961], nineteen 
352,Clark/shem38.xml,37,[8.495145631067961], does that mean you re nineteen years old 
