,0,1,2,3
60,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], two three four 
61,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], three op 
62,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], four 
63,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], five 
64,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], three 
65,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], one two here s the three 
66,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], three do four 
67,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], do five oops 
68,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], three 
69,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], do three 
70,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], three 
71,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], three 
72,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], got one block two blocks three blocks four blocks if you can throw i can throw too 
73,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], one two three kit 
74,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], three kit 
75,Bernstein/Children/Kay/kay1.xml,13,[2.142857142857143], this way three four 
76,Bernstein/Children/Kay/kay2.xml,[None],[0], three kitties kitties 
77,Bernstein/Children/Kay/kay2.xml,[None],[0], one two three 
78,Bernstein/Children/Kay/kay2.xml,[None],[0], four 
79,Bernstein/Children/Kay/kay2.xml,[None],[0], five si 
80,Bernstein/Children/Kay/kay2.xml,[None],[0], two three four 
81,Bernstein/Children/Kay/kay2.xml,[None],[0], five oh 
82,Bernstein/Children/Kay/kay3.xml,18,[1.0], one two three 
83,Bernstein/Children/Kay/kay3.xml,18,[1.0], three four five si  
84,Bernstein/Children/Kay/kay3.xml,18,[1.0], three 
85,Bernstein/Children/Kay/kay3.xml,18,[1.0], four 
86,Bernstein/Children/Kay/kay3.xml,18,[1.0], three 
87,Bernstein/Children/Marie/marie2.xml,20,[1.0], three eggs 
88,Bernstein/Children/Marie/marie2.xml,20,[1.0], three blocks 
89,Bernstein/Children/Marie/marie2.xml,20,[1.0], three 
90,Bernstein/Children/Marie/marie2.xml,20,[1.0], four 
91,Bernstein/Children/Marie/marie2.xml,20,[1.0], five oh 
92,Bernstein/Children/Marie/marie2.xml,20,[1.0], one f me two three oh another block 
93,Bernstein/Children/Marie/marie2.xml,20,[1.0], four 
94,Bernstein/Children/Marie/marie2.xml,20,[1.0], five an si  
95,Bernstein/Children/Marie/marie3.xml,22,[2.0], one two three whee 
96,Bernstein/Interview/alice3.xml,17,[0], it has about three words in it 
97,Bernstein/Interview/amelia2.xml,[None],[0], maybe si  seven words one two probably has two 
98,Bernstein/Interview/anne2.xml,20,[4.0], u to three at least u she only skips five so number five so i m consistently skips number five 
99,Bernstein/Interview/anne2.xml,20,[4.0], i think she really start counting because in the gym we u she takes a gym class and she goes one two three jump 
100,Bernstein/Interview/anne2.xml,20,[4.0], she likes to really repeat uh like songs i mean we ll sing the same song ten times 
101,Bernstein/Interview/anne2.xml,20,[4.0], u a very small baby like she ll help peter my nephew s um seven months she helps him do everything i mean much too too vigorously 
102,Bernstein/Interview/anne3.xml,[None],[0], and she ll always go by rote one two three four five si  seven eight nine ten 
103,Bernstein/Interview/cindy2.xml,22,[2.0], she ll tell him what she s done in two or three words like if she s gone out stroller riding 
104,Bernstein/Interview/cindy3.xml,24,[2.0], no i the cats are growing up the kitten that grandma had is now a cat and our cat s an eight year old cat u it s just she s getting older and there 
105,Bernstein/Interview/cindy3.xml,24,[2.0], one or whatever she ll count to see if it s one two she s doing really well up to four and then five goes a little crazy 
106,Bernstein/Interview/cindy3.xml,24,[2.0], i m not sure i tell her what they are the roses only came out only two they just came out about a week ago so she got to see another rose and vine but the zinnias and the marigolds they re about si  feet tall they re just way above her head and all she wants to do is pick the flowers when she goes out 
107,Bernstein/Interview/cindy3.xml,24,[2.0], she doesn t eat out of glass bowls the big bowls like that and we really have a lot more plates than we have of bowls her her dish is a plastic dish with the three sections in it or a wooden bowl it s a very flat wooden bowl she eats soup out of the plastic three sectioned plastic bowl but it s a whole different very obvious bowl and she does eat soup out of it 
108,Bernstein/Interview/dale1.xml,[None],[0], she s got a raggedy ann and a another soft no she s got three of and a big one but she just isn t interested 
109,Bernstein/Interview/dale1.xml,[None],[0], yeah it seems like an easy thing to memorize y know one two three four i don t think so 
110,Bernstein/Interview/dale1.xml,[None],[0], seven bunnies 
111,Bernstein/Interview/dale2.xml,19,[6.0], she has about eight or ten books 
112,Bernstein/Interview/dale3.xml,21,[1.0], i don t care if she doesn t perform perfectly at two years old but if by the time she s three and she still isn t then maybe i ll i would take a different viewpoint or maybe with a different child i don t know what s normal what s proper and what s not 
113,Bernstein/Interview/gail2.xml,[None],[0], and he went out and he asked her how many there were and she counted one to one up to si  and there were si  of them 
114,Bernstein/Interview/gail2.xml,[None],[0], he removed one and he asked her how many there were and she said i ve forgotten whether she counted up to five or whether she just said 
115,Bernstein/Interview/gail2.xml,[None],[0], five 
116,Bernstein/Interview/gail2.xml,[None],[0], i mean i hadn t sat down and taught her one two three 
117,Bernstein/Interview/gail2.xml,[None],[0], because she had a doll on her one crib machine and he felt that was so e pensive to go out and spend five or si  dollars on one or even just to have another toy was a little doubling it up 
118,Bernstein/Interview/gail2.xml,[None],[0], this one was only a buck ninety nine 
119,Bernstein/Interview/gail2.xml,[None],[0], yes because we ve been to the zoological u museum at harvard we ve seen the museum about four time this spring to look at the aninals animals and u she s also been to stoneham zoo three or four times so she knows the difference between she knows the difference between the zoological museum and the zoo i mean she knows that they re in cages and glass cages and they don t move and she does know what an animal is 
120,Bernstein/Interview/gail2.xml,[None],[0], she knows all of make way for ducklings she knows all of this all of that everything and she s reading a lot of her old her older sister s books vintage when she was four or five years old she loves stories with content i got these little golden books hansel and gretl loves it and she seems to be able to sit through to the very end just enjoying the words 
121,Bernstein/Interview/gail2.xml,[None],[0], she s been starved for three days ever since her attack of gastroenteritis 
122,Bernstein/Interview/gail2.xml,[None],[0], and today was the first time she s had bananas and wheat cereal without any milk in three or four days 
123,Bernstein/Interview/kay2.xml,16,[0], she has been around no less than si  or eight people a day for the last two weeks and she d always get the right shoes back to the right person 
124,Bernstein/Interview/kay2.xml,16,[0], i ask her that about five times a day 
125,Bernstein/Interview/kay3.xml,18,[1.0], yes but the reason that i called you now is because we re going away for a rather long vacation so about si  weeks yeah that s why i had to do it this week and that s why i was so nervous when i couldn t find you 
126,Bernstein/Interview/lena3.xml,24,[1.0], she seems to know two in fact she s three because i can remember her saying that 
127,Bernstein/Interview/marie2.xml,20,[1.0], was it si  weeks ago that we were here 
128,Bernstein/Interview/marie3.xml,22,[0], i guess she s been going full time for four weeks 
,0,1,2,3
0,Bliss/norjusti.xml,54,[6.487179487179487], what else is three on that page 
1,Bliss/norjusti.xml,54,[6.487179487179487], i don t see five gloves 
2,Bliss/norjusti.xml,54,[6.487179487179487], five si  seven okay 
3,Bliss/norjusti.xml,54,[6.487179487179487], one two three four eight 
4,Bliss/norjusti.xml,54,[6.487179487179487], and eight 
5,Bliss/norjusti.xml,54,[6.487179487179487], nine that s the biggest 
6,Bliss/norjusti.xml,54,[6.487179487179487], si  seven ten 
7,Bliss/norjusti.xml,54,[6.487179487179487], okay let s see twenty three 
8,Bliss/norjusti.xml,54,[6.487179487179487], where s twenty three 
9,Bliss/norjusti.xml,54,[6.487179487179487], you said forty nine 
10,Bliss/norjusti.xml,54,[6.487179487179487], that s thirty nine 
11,Bliss/norjusti.xml,54,[6.487179487179487], forty three forty four fifty 
12,Bliss/norjusti.xml,54,[6.487179487179487], hm si ty si  
13,Bliss/norjusti.xml,54,[6.487179487179487], fifty seven 
14,Bliss/norjusti.xml,54,[6.487179487179487], twenty si  twenty seven 
15,Bliss/norjusti.xml,54,[6.487179487179487], twenty si  letters 
16,Bliss/norjusti.xml,54,[6.487179487179487], number three 
17,Bliss/norjusti.xml,54,[6.487179487179487], ten 
18,Bliss/nortrevo.xml,51,[5.837037037037037], i said ne t year you ll be five then you ll be in kindergarten 
19,Bliss/nortrevo.xml,51,[5.837037037037037], you must be about ten years old 
20,Bliss/norwilli.xml,73,[4.226415094339623], just ten 
,0,1,2,3
0,Bloom70/Eric/eric1.xml,20,[1.558139534883721], sing a song of si  pence 
1,Bloom70/Eric/eric1.xml,20,[1.558139534883721], three 
2,Bloom70/Eric/eric1.xml,20,[1.558139534883721], three 
3,Bloom70/Peter/01.xml,21,[2.03698224852071], thank you thank you now i have three men 
4,Bloom70/Peter/01.xml,21,[2.03698224852071], four 
5,Bloom70/Peter/01.xml,21,[2.03698224852071], five 
6,Bloom70/Peter/01.xml,21,[2.03698224852071], si  
7,Bloom70/Peter/01.xml,21,[2.03698224852071], when we count up your words today we re gonna have about four thousand seesaws and very little else seesaw seesaw 
8,Bloom70/Peter/01.xml,21,[2.03698224852071], that s a soldier that s a soldier hut two three four hut two three four hut two three four hut two three four hut two three four hut two three four 
9,Bloom70/Peter/02.xml,22,[1.8738738738738738], it s all finished it s all put together see one two three four all put together where s your puzzle peter 
10,Bloom70/Peter/03.xml,22,[3.2086864406779663], that s right oh you have three 
11,Bloom70/Peter/03.xml,22,[3.2086864406779663], it has three chimneys now what a nice house three chimneys in the house wow 
12,Bloom70/Peter/03.xml,22,[3.2086864406779663], four chimneys 
13,Bloom70/Peter/03.xml,22,[3.2086864406779663], four chimneys one two three four 
14,Bloom70/Peter/03.xml,22,[3.2086864406779663], there now we have three lights on 
15,Bloom70/Peter/03.xml,22,[3.2086864406779663], mhm that one and that one and that one one two three one two three lights three lights on one two three where s pat the bunny oh there it is we haven t read the book today 
16,Bloom70/Peter/03.xml,22,[3.2086864406779663], you can fi  it put it down put it down on the floor there s one two put that one on the end three 
17,Bloom70/Peter/04.xml,23,[1.4651162790697674], i think we only have four cars 
18,Bloom70/Peter/04.xml,23,[1.4651162790697674], two three 
19,Bloom70/Peter/05.xml,24,[2.979466119096509], it has three holes 
20,Bloom70/Peter/05.xml,24,[2.979466119096509], put them in the truck come on one two is that all of them one two three four five good 
21,Bloom70/Peter/06.xml,24,[3.084287200832466], one two four 
22,Bloom70/Peter/06.xml,24,[3.084287200832466], it s not very interesting copyright nineteen fifty eight 
23,Bloom70/Peter/06.xml,24,[3.084287200832466], oh copyright nineteen fifty eight by katherine wooley 
24,Bloom70/Peter/06.xml,24,[3.084287200832466], three airplanes 
25,Bloom70/Peter/06.xml,24,[3.084287200832466], i think you have three pretzels 
26,Bloom70/Peter/06.xml,24,[3.084287200832466], three four 
27,Bloom70/Peter/07.xml,25,[4.092553191489362], this family to too big too big peter shouldn t have three kids 
28,Bloom70/Peter/07.xml,25,[4.092553191489362], uh seven thirty 
29,Bloom70/Peter/07.xml,25,[4.092553191489362], you gonna have all three 
30,Bloom70/Peter/07.xml,25,[4.092553191489362], you gonna have all three 
31,Bloom70/Peter/08.xml,26,[3.976116303219107], four car 
32,Bloom70/Peter/08.xml,26,[3.976116303219107], well it s forty eight 
33,Bloom70/Peter/08.xml,26,[3.976116303219107], forty eight wow 
34,Bloom70/Peter/09.xml,26,[5.376513317191283], we have three more tires pete 
35,Bloom70/Peter/10.xml,27,[2.8156028368794326], nine to twelve 
36,Bloom70/Peter/10.xml,27,[2.8156028368794326], two seven 
37,Bloom70/Peter/10.xml,27,[2.8156028368794326], you weigh two seven pounds 
38,Bloom70/Peter/11.xml,28,[4.269360269360269], three flags there re more flags in that picture too 
39,Bloom70/Peter/12.xml,28,[4.631578947368421], three 
40,Bloom70/Peter/12.xml,28,[4.631578947368421], or four 
41,Bloom70/Peter/12.xml,28,[4.631578947368421], when i have to find one it usually takes me about five minutes 
42,Bloom70/Peter/13.xml,29,[4.829861111111111], no that one has four legs 
43,Bloom70/Peter/13.xml,29,[4.829861111111111], well it s a little early it s only quarter of ten 
44,Bloom70/Peter/13.xml,29,[4.829861111111111], it s only twenty after ten 
45,Bloom70/Peter/13.xml,29,[4.829861111111111], you ve been wanting lunch since ten minutes til ten this morning 
46,Bloom70/Peter/13.xml,29,[4.829861111111111], uhhuh you re probably gonna go to sleep in the ne t five minutes 
47,Bloom70/Peter/13.xml,29,[4.829861111111111], five minutes ago you said you were you changed your mind you like that chair 
48,Bloom70/Peter/14.xml,30,[4.94449418084154], there s three people in the bath do you think everybody can get in there 
49,Bloom70/Peter/14.xml,30,[4.94449418084154], five oh 
50,Bloom70/Peter/14.xml,30,[4.94449418084154], you ate five hamburgers and the baby didn t get any 
51,Bloom70/Peter/14.xml,30,[4.94449418084154], here it is on eight 
52,Bloom70/Peter/15.xml,31,[5.804655029093932], there re three cows 
53,Bloom70/Peter/15.xml,31,[5.804655029093932], mhm does mommy go to bed at eight o clock too 
54,Bloom70/Peter/15.xml,31,[5.804655029093932], i guess you re not three years old yet 
55,Bloom70/Peter/15.xml,31,[5.804655029093932], three years old 
56,Bloom70/Peter/15.xml,31,[5.804655029093932], awoh somebody took my pen now you have three 
57,Bloom70/Peter/15.xml,31,[5.804655029093932], that ll be one pen and one power unit i ll have to wait three weeks for 
58,Bloom70/Peter/15.xml,31,[5.804655029093932], three little kitten have lost their mittens 
59,Bloom70/Peter/15.xml,31,[5.804655029093932], you have three pens now you are really affluent 
60,Bloom70/Peter/16.xml,31,[5.262605042016807], no i guess it s a seven 
61,Bloom70/Peter/16.xml,31,[5.262605042016807], this is an eight 
62,Bloom70/Peter/16.xml,31,[5.262605042016807], and this is a seven 
63,Bloom70/Peter/16.xml,31,[5.262605042016807], three dirty socks 
64,Bloom70/Peter/16.xml,31,[5.262605042016807], yeah i m really hurt i ve been run over about three times now 
65,Bloom70/Peter/16.xml,31,[5.262605042016807], can i please have t c four one si  seven 
66,Bloom70/Peter/16.xml,31,[5.262605042016807], five pennies 
67,Bloom70/Peter/16.xml,31,[5.262605042016807], five pennies 
68,Bloom70/Peter/16.xml,31,[5.262605042016807], let s see one two three four five 
69,Bloom70/Peter/16.xml,31,[5.262605042016807], mhm five pennies 
70,Bloom70/Peter/16.xml,31,[5.262605042016807], five pennies 
71,Bloom70/Peter/16.xml,31,[5.262605042016807], you re not gonna lose em in the truck five minutes 
72,Bloom70/Peter/16.xml,31,[5.262605042016807], why for five minutes 
73,Bloom70/Peter/16.xml,31,[5.262605042016807], mhm three little pigs 
74,Bloom70/Peter/16.xml,31,[5.262605042016807], one two three 
75,Bloom70/Peter/16.xml,31,[5.262605042016807], i got ta be back by three thirty 
76,Bloom70/Peter/17.xml,32,[5.525394045534151], i have three 
77,Bloom70/Peter/17.xml,32,[5.525394045534151], i have three 
78,Bloom70/Peter/17.xml,32,[5.525394045534151], oh yes he will in about five minutes 
79,Bloom70/Peter/17.xml,32,[5.525394045534151], in about five minutes huh pete 
80,Bloom70/Peter/17.xml,32,[5.525394045534151], say one two three 
81,Bloom70/Peter/17.xml,32,[5.525394045534151], one two three 
82,Bloom70/Peter/17.xml,32,[5.525394045534151], push nine 
83,Bloom70/Peter/17.xml,32,[5.525394045534151], who lives on nine 
84,Bloom70/Peter/18.xml,33,[5.660510114335972], three 
85,Bloom70/Peter/18.xml,33,[5.660510114335972], one two three four five si  seven seven seven what 
86,Bloom70/Peter/18.xml,33,[5.660510114335972], we should have four trains though 
87,Bloom70/Peter/18.xml,33,[5.660510114335972], you had three of them 
88,Bloom70/Peter/18.xml,33,[5.660510114335972], no that s it just four 
89,Bloom70/Peter/18.xml,33,[5.660510114335972], yep four flat cars 
90,Bloom70/Peter/18.xml,33,[5.660510114335972], i have a class at three 
91,Bloom70/Peter/18.xml,33,[5.660510114335972], no not yet it s gonna ring at three o clock 
92,Bloom70/Peter/18.xml,33,[5.660510114335972], three airplanes 
93,Bloom70/Peter/18.xml,33,[5.660510114335972], alright that ll be five dollars 
94,Bloom70/Peter/19.xml,35,[6.641887062187276], four little what 
95,Bloom70/Peter/19.xml,35,[6.641887062187276], it s only three pete 
96,Bloom70/Peter/19.xml,35,[6.641887062187276], a three sided step 
97,Bloom70/Peter/19.xml,35,[6.641887062187276], no i m gonna take three of them out 
98,Bloom70/Peter/19.xml,35,[6.641887062187276], she has about five beds 
99,Bloom70/Peter/19.xml,35,[6.641887062187276], there s three 
100,Bloom70/Peter/19.xml,35,[6.641887062187276], three feet 
101,Bloom70/Peter/19.xml,35,[6.641887062187276], three three ears it s almost a w 
102,Bloom70/Peter/20.xml,38,[5.36797153024911], four big balls 
103,Bloom70/Peter/20.xml,38,[5.36797153024911], three 
104,Bloom70/Peter/20.xml,38,[5.36797153024911], five 
105,Bloom70/Peter/20.xml,38,[5.36797153024911], three 
106,Bloom70/Peter/20.xml,38,[5.36797153024911], four 
107,Bloom70/Peter/20.xml,38,[5.36797153024911], five 
108,Bloom70/Peter/20.xml,38,[5.36797153024911], si  
109,Bloom70/Peter/20.xml,38,[5.36797153024911], si  yellow and two red 
110,Bloom70/Peter/20.xml,38,[5.36797153024911], si  yellow and four red 
111,Bloom70/Peter/20.xml,38,[5.36797153024911], si  yellow and si  red 
112,Bloom70/Peter/20.xml,38,[5.36797153024911], si  yellow 
113,Bloom70/Peter/20.xml,38,[5.36797153024911], si  red and si  blue 
114,Bloom70/Peter/20.xml,38,[5.36797153024911], i m surprised that did the doctor say that according to a chart of of average height or something that peter was shorter than than than the average three year old 
,0,1,2,3
0,Bloom73/allison2.xml,19,[1.0905511811023623], i see three cows one two three 
,0,1,2,3
0,Bohannon/Bax/gina11.xml,36,[2.1666666666666665], three little kittens had lost their mittens 
1,Bohannon/Bax/gina11.xml,36,[2.1666666666666665], ten little motor cars 
2,Bohannon/Bax/karen3.xml,36,[2.3513513513513513], it is eight o clock in the morning 
3,Bohannon/Bax/karen3.xml,36,[2.3513513513513513], do you get up at eight o clock in the morning 
4,Bohannon/Bax/karen3.xml,36,[2.3513513513513513], that s an eight 
5,Bohannon/Bax/karen3.xml,36,[2.3513513513513513], this is number si  this is number si  
6,Bohannon/Bax/kelley2.xml,36,[2.707070707070707], does that have a si  on it 
7,Bohannon/Bax/kelley2.xml,36,[2.707070707070707], does that have a is that a si  
8,Bohannon/Bax/leah1.xml,36,[2.7228915662650603], three 
9,Bohannon/Bax/russ9.xml,36,[2.8225806451612905], can you count to five 
10,Bohannon/Bax/russ9.xml,36,[2.8225806451612905], we ll go in about ten minutes 
11,Bohannon/Nat/bob.xml,36,[6.016393442622951], he s got three hundred si ty five birthdays 
12,Bohannon/Nat/bob.xml,36,[6.016393442622951], you see he wrapped up everything in the house so he could have three hundred si ty five presents 
13,Bohannon/Nat/bob.xml,36,[6.016393442622951], so he s got three hundred fifty si  birthdays 
14,Bohannon/Nat/claire.xml,36,[4.071428571428571], he was about four months 
15,Bohannon/Nat/claire.xml,36,[4.071428571428571], there are si  of them 
16,Bohannon/Nat/doug.xml,36,[6.439716312056738], it s about the three pigs 
17,Bohannon/Nat/doug.xml,36,[6.439716312056738], it s about the three pigs 
18,Bohannon/Nat/harvey.xml,36,[4.220095693779904], today he s nine years old 
19,Bohannon/Nat/kim.xml,36,[3.4555555555555557], it s benjamin s three hundred si ty five birthdays 
20,Bohannon/Nat/kim.xml,36,[3.4555555555555557], will you be three years old 
21,Bohannon/Nat/kim.xml,36,[3.4555555555555557], i have a three year old sister a little girl 
22,Bohannon/Nat/lauren.xml,36,[5.6138613861386135], and it s got three different colors 
23,Bohannon/Nat/ruth.xml,36,[3.8316831683168315], dogs have four feet 
24,Bohannon/Nat/ruth.xml,36,[3.8316831683168315], do dogs have four feet 
25,Bohannon/Nat/stephani.xml,36,[4.227848101265823], i have four 
26,Bohannon/Nat/stephani.xml,36,[4.227848101265823], we ll make three wild boats 
27,Bohannon/Nat/stephani.xml,36,[4.227848101265823], we can even make four wild boats 
28,Bohannon/Nat/stephani.xml,36,[4.227848101265823], we can even make four 
29,Bohannon/Nat/stephani.xml,36,[4.227848101265823], we ll have four wild boats to take to the boat yard 
,0,1,2,3
0,Braunwald/0diary/020004.xml,24,[3.8666666666666667], three 
1,Braunwald/0diary/020004.xml,24,[3.8666666666666667], not seven 
2,Braunwald/0diary/020004.xml,24,[3.8666666666666667], four 
3,Braunwald/0diary/020115.xml,25,[4.620689655172414], in five years you ll be seven 
4,Braunwald/0diary/020116.xml,26,[4.111111111111111], you ll be seven in five years 
5,Braunwald/0diary/020118.xml,26,[3.6666666666666665], after two you ll be three 
6,Braunwald/0diary/020123.xml,26,[4.4], you ll be seven in five years 
7,Braunwald/0diary/020125.xml,26,[4.321428571428571], in five years 
8,Braunwald/0diary/020127.xml,26,[4.055555555555555], in five years 
9,Braunwald/0diary/020127.xml,26,[4.055555555555555], when you re three 
10,Braunwald/0diary/020401.xml,28,[3.9375], so it really was one o si      yesterday 
11,Braunwald/0diary/020401.xml,28,[3.9375], today is going to one o five degrees 
12,Braunwald/0diary/020408.xml,28,[5.363636363636363], she can when she s five 
13,Braunwald/0diary/020507.xml,29,[4.833333333333333], v eight juice 
14,Braunwald/0diary/020600.xml,30,[5.357142857142857], oh about three month old 
15,Braunwald/0diary/020605.xml,30,[6.25], you can only grow to three 
16,Braunwald/0diary/020721.xml,32,[5.3076923076923075], no thirty three but we have to get a new needle on your record player 
17,Braunwald/0diary/020724.xml,32,[7.0], one two three four five si  seven eight nine ten eleven twelve thirteen fourteen fifteen 
18,Braunwald/0diary/020805.xml,32,[6.875], three 
19,Braunwald/0diary/020927.xml,34,[8.0], okay here s five cents 
20,Braunwald/0diary/021012.xml,34,[8.375], high today is only fifty eight degrees 
21,Braunwald/0diary/021113.xml,35,[7.833333333333333], well i m five and i can t drive a car 
